,A,B,C,D,E
124,0.037201997787952856,0.6371887364450617,0.019574360934064505,0.07457397571144342,0.40347303452148087
125,0.03777975117389998,0.4617946119655649,0.651124010223905,0.25078491072044473,0.09404390430869514
126,0.06686503382896802,0.2993778316041097,0.8809655023320857,0.7015710470227484,0.020348019845214727
127,0.8587120570864768,0.879697893687497,0.5485105239102837,0.30829418425312904,0.8141486417601422
128,0.22545494779880226,0.8978042004298346,0.7896651495992942,0.6689099227020716,0.4143594006883652
129,0.5978073145961066,0.16651378811352424,0.25903016401117696,0.6739867994061456,0.33512651276222194
130,0.9344136482197505,0.4673850150976855,0.9462862175386144,0.3768426881903948,0.1422535450386614
131,0.9840775642202911,0.5247314550475966,0.18774641717091134,0.475102302446213,0.17523947214617386
132,0.6625884865831904,0.9123195783293135,0.21471005541370747,0.46405447757399276,0.5607353356504535
133,0.023910124442788616,0.3855433538660369,0.5755828509591255,0.8384434679307359,0.5782585946685822
134,0.5156583121393556,0.46396017943408496,0.4112109159738757,0.4881216851001734,0.4893763626269574
135,0.22076273891736287,0.6471105329276029,0.3694556647544378,0.12281316278833221,0.8273175581345006
136,0.31394640781374006,0.04040164800158186,0.25525693844760944,0.3489018049100706,0.9892386242950159
137,0.0008508540763365602,0.3500524033238701,0.06864664742362225,0.9815132948871432,0.32692017111375704
138,0.7218989007629959,0.3043219098478228,0.792949262227513,0.3144430785531511,0.16763514431014948
139,0.07429226728866867,0.6788616467912775,0.010457542549119458,0.7247744349292755,0.14754216601326242
140,0.623109640263402,0.40368122594272227,0.13562229234380863,0.387632043991605,0.47680913128563784
141,0.380654929605851,0.5135119467075474,0.049586791334951696,0.2524106969570936,0.2608706273542929
142,0.5145413402142685,0.3516736650434109,0.8503724340278839,0.2770542188360987,0.6680976630021435
143,0.17971238681325852,0.028424187935046197,0.3565524408524807,0.3510892595643721,0.30564609275882015
144,0.4042343580031792,0.2490208208640775,0.4840467151161566,0.3716784522764489,0.3260836795812555
145,0.41086649423404975,0.7746137281843612,0.8153594862672369,0.313794053165793,0.7628832245699271
146,0.755266457834094,0.3132868368490441,0.7035317059228618,0.7044150180711983,0.6976371482858285
147,0.40501553808292545,0.3174313871479777,0.448950546331751,0.4125782399047955,0.5318974778481601
148,0.09989389149445893,0.687572616943367,0.7349124227951491,0.2079904666210064,0.40043428274372916
149,0.20462784346682383,0.5307163329689646,0.27323719848949024,0.47008635774009233,0.9858788429168178
150,0.0900885758059301,0.7690163698426202,0.7337610166980196,0.368233354145879,0.8548705297428417
151,0.9023572778765024,0.48573574758229565,0.09636091057812912,0.43395492852302064,0.8418749791405982
152,0.17124860899050487,0.601156214369275,0.1345313387555821,0.14455497470833112,0.9868240845522818
153,0.9995795687903561,0.8332177181555261,0.21462787559336816,0.9294037784498145,0.5070592117689334
154,0.27776282883293135,0.42180163248866687,0.5244136139923148,0.49314836152993036,0.8870518745513163
155,0.0016848576002448379,0.6742680379090975,0.7271451120931607,0.27002967502358255,0.38189201466112277
156,0.8563312182960623,0.9204490806654367,0.20014755506935156,0.11292056573542408,0.12525915192929404
157,0.38846895301183915,0.1732721518321363,0.31475319258377377,0.2665023590559944,0.23046039250386685
158,0.2706318380767604,0.45142780272839245,0.6324517700406694,0.8062665960593196,0.9202084368082766
159,0.388781091268916,0.22340499202976183,0.06943782210121296,0.7878649163140523,0.16365486154307873
160,0.19205733487073262,0.6816220273204985,0.7841454334660354,0.9993765397512829,0.22584328237316298
161,0.28465474098776034,0.9986198033952812,0.3623499354605709,0.7296049440861011,0.12295480417306415
162,0.31393656231640477,0.5225577745560085,0.7019499438015935,0.8831277312469035,0.8522576007843621
163,0.654022628082125,0.9232468185851084,0.9506040746118821,0.24845446975228647,0.20163035481423575
164,0.05323391428562241,0.7866197072496933,0.8297372199712018,0.25105846398415876,0.8869110741700243
165,0.4607093212713306,0.6322911571283276,0.41155554933540284,0.7933847640504693,0.23682042838522943
166,0.33414407656316625,0.06481513045314502,0.7421743616672271,0.019790593852272664,0.49005832146892647
167,0.6740011792002158,0.5361541096837755,0.5630525713408516,0.7922070116992295,0.46191506005501093
168,0.9232715623874297,0.9558264248799138,0.772042282142147,0.9913354105632186,0.7667508354751307
169,0.009942528788393301,0.8027332404536389,0.909154428875433,0.7569688140348442,0.3978969512288928
170,0.9417026209520737,0.8258000126483959,0.5489577718040338,0.6081258050286281,0.40633630789739117
171,0.8557230119447844,0.4100584585207919,0.5700624327913653,0.9916470459669665,0.7006170168336164
172,0.6773288249037229,0.23249912542873585,0.31784571462384026,0.21495062835550827,0.5240611230389124
173,0.6630596279487728,0.05114790630691113,0.12733082393201134,0.6601820447166478,0.6467596028923353
174,0.5350772338186529,0.9348345913204509,0.4683459043352989,0.17003194947294553,0.3405868790343968
175,0.6520848579511168,0.2785906768809717,0.5258593862357346,0.6500680574618691,0.07520397438334703
176,0.4942330318116146,0.31672752578784247,0.5859110389100067,0.3397953087374951,0.5794013676754786
177,0.5485018063879425,0.14216778902605087,0.24072521942809622,0.1728200165012146,0.29950505581702114
178,0.7564759806576274,0.07463203063887747,0.19037016813665886,0.9781062111944713,0.2759631188189795
179,0.8268459564396723,0.0720753571072974,0.9607521473942602,0.2165531992785198,0.9277708696805008
180,0.5597802636191754,0.785258247344842,0.8990967798203459,0.7076190948935047,0.46979233215342897
181,0.12896992357862347,0.6496077959469251,0.873681229453049,0.6398935629581457,0.49200600944888306
182,0.2031465185640272,0.6004813335367558,0.38569603858794643,0.24182344183142856,0.3540487064008242
183,0.6390827431280061,0.1922325673508748,0.8127278247874615,0.08144389557987175,0.6856769229126879
184,0.6011525211243827,0.6815634734172981,0.7421772651748383,0.37353475324706753,0.150115158400963
185,0.20623437342688078,0.560509464286127,0.10015953562644941,0.2022368501489491,0.7712277886327266
186,0.12193869650089806,0.16010252358674104,0.5866828897779912,0.5652180786883896,0.32033177081043795
187,0.2550178339419934,0.1609906495199087,0.9441693975781256,0.8866470520114653,0.43339729711367614
188,0.7405990833404915,0.7922637617907478,0.059213567018000623,0.30355892096873593,0.3666589525476651
189,0.3432058304249619,0.8716362445083086,0.3430517565257206,0.5811988835367664,0.3107611581509725
190,0.6947092680622304,0.7145689703178579,0.4367392991347656,0.5384265041432377,0.6528226009286381
191,0.25581527956118855,0.6151651152098393,0.6457477190820081,0.3979903231298687,0.5366677536860911
192,0.487742545679801,0.6096332109434917,0.8893044836530466,0.8777080231599586,0.4943957512926288
193,0.7807321163857909,0.5104651405342782,0.37422370384883175,0.0076067414855196525,0.9505548889535703
194,0.8332817359121159,0.804565048081711,0.9710188208578706,0.5196012947871763,0.177071951739722
195,0.8812703195903091,0.03096419425236363,0.654282321946726,0.4209085032660661,0.5647130698917161
196,0.7707152924828852,0.9101107971938587,0.9561031685970779,0.9097605297154923,0.5727603400291631
197,0.7647333909217041,0.299086390586246,0.023411581494226286,0.7042820554244688,0.369330225272687
198,0.619864883041198,0.04765836626999009,0.193883252218347,0.23864082326184477,0.8209437583102637
199,0.5957772059499268,0.03871990453616214,0.37329342085796313,0.35066384570378295,0.08685493603330197
